Invoice_no,Received Date,Processed Date,Amount,Assigned To,Date,Transaction Number,Trans Name,Transaction Description,Debit,Credit,Balance
INV9633,12-12-2024,17-12-2024,4483.62,acctnt_2,17-12-2024,16632,Accounts Payable,Salary Expense,4483.62,0,276059
INV9634,11-12-2024,17-12-2024,787.35,acctnt_2,17-12-2024,16633,Software Subscriptions,Maintenance Fee,787.35,0,275272
INV9635,10-12-2024,17-12-2024,4229.79,acctnt_4,17-12-2024,16634,Revenue - Consulting,Office Rent,0,4229.79,279502
INV9636,11-12-2024,17-12-2024,4580.72,acctnt_2,17-12-2024,16635,Revenue - Consulting,Invoice Payment,0,4580.72,284082
INV9637,14-12-2024,17-12-2024,2309.87,acctnt_2,17-12-2024,16636,Revenue - Consulting,Equipment Purchase,0,2309.87,286392
INV9638,12-12-2024,17-12-2024,2904.75,acctnt_5,17-12-2024,16637,Salaries Expense,Client Payment,2904.75,0,283488
INV9639,16-12-2024,17-12-2024,2293.27,acctnt_1,17-12-2024,16638,Equipment Purchase,Equipment Purchase,2293.27,0,281194
INV9640,12-12-2024,17-12-2024,556.31,acctnt_5,17-12-2024,16639,Revenue - Consulting,Office Rent,0,556.31,281751
INV9641,15-12-2024,17-12-2024,4176.04,acctnt_5,17-12-2024,16640,Salaries Expense,Salary Expense,4176.04,0,277575
INV9642,17-12-2024,17-12-2024,273.96,acctnt_5,17-12-2024,16641,Revenue - Consulting,Maintenance Fee,0,273.96,277848
INV9643,17-12-2024,18-12-2024,3562.36,acctnt_2,18-12-2024,16642,Revenue - Consulting,Office Rent,0,3562.36,281411
INV9644,18-12-2024,18-12-2024,2423.94,acctnt_5,18-12-2024,16643,Revenue - Consulting,Maintenance Fee,0,2423.94,283835
INV9645,12-12-2024,18-12-2024,4094.99,acctnt_5,18-12-2024,16644,Revenue - Consulting,Equipment Purchase,0,4094.99,287930
INV9646,11-12-2024,18-12-2024,4540.79,acctnt_5,18-12-2024,16645,Office Rent,Cloud Service Renewal,4540.79,0,283389
INV9647,17-12-2024,18-12-2024,280.06,acctnt_4,18-12-2024,16646,Software Subscriptions,Office Rent,280.06,0,283109
INV9648,16-12-2024,18-12-2024,835.94,acctnt_2,18-12-2024,16647,Revenue - Consulting,Salary Expense,0,835.94,283945
INV9649,11-12-2024,18-12-2024,4715.3,acctnt_6,18-12-2024,16648,Revenue - Consulting,Invoice Payment,0,4715.3,288660
INV9650,18-12-2024,18-12-2024,2741.87,acctnt_2,18-12-2024,16649,Revenue - Consulting,Maintenance Fee,0,2741.87,291402
INV9651,14-12-2024,18-12-2024,3955.46,acctnt_4,18-12-2024,16650,Office Rent,Client Payment,3955.46,0,287447
INV9652,15-12-2024,18-12-2024,1233.79,acctnt_2,18-12-2024,16651,Equipment Purchase,Invoice Payment,1233.79,0,286213
INV9653,11-12-2024,18-12-2024,461.1,acctnt_5,18-12-2024,16652,Revenue - Consulting,Equipment Purchase,0,461.1,286674
INV9654,14-12-2024,18-12-2024,2510.68,acctnt_5,18-12-2024,16653,Accounts Payable,Maintenance Fee,2510.68,0,284163
INV9655,14-12-2024,18-12-2024,4525.32,acctnt_5,18-12-2024,16654,Office Rent,Maintenance Fee,4525.32,0,279638
INV9656,18-12-2024,18-12-2024,3263.43,acctnt_6,18-12-2024,16655,Salaries Expense,Invoice Payment,3263.43,0,276374
INV9657,14-12-2024,18-12-2024,4331.26,acctnt_1,18-12-2024,16656,Equipment Purchase,Equipment Purchase,4331.26,0,272043
INV9658,15-12-2024,18-12-2024,1071.68,acctnt_2,18-12-2024,16657,Revenue - Consulting,Cloud Service Renewal,0,1071.68,273115
INV9659,12-12-2024,18-12-2024,4353.29,acctnt_2,18-12-2024,16658,Revenue - Consulting,Client Payment,0,4353.29,277468
INV9660,15-12-2024,18-12-2024,1458.12,acctnt_2,18-12-2024,16659,Salaries Expense,Cloud Service Renewal,1458.12,0,276010
INV9661,11-12-2024,18-12-2024,4479.42,acctnt_5,18-12-2024,16660,Revenue - Consulting,Maintenance Fee,0,4479.42,280489
INV9662,16-12-2024,18-12-2024,4101.95,acctnt_6,18-12-2024,16661,Revenue - Software Sales,Invoice Payment,0,4101.95,284591
INV9663,11-12-2024,18-12-2024,2066.87,acctnt_5,18-12-2024,16662,Revenue - Consulting,Software Purchase,0,2066.87,286658
INV9664,13-12-2024,18-12-2024,4478.08,acctnt_2,18-12-2024,16663,Office Rent,Cloud Service Renewal,4478.08,0,282180
INV9665,15-12-2024,18-12-2024,2385.39,acctnt_1,18-12-2024,16664,Revenue - Consulting,Invoice Payment,0,2385.39,284566
INV9666,12-12-2024,18-12-2024,1027.93,acctnt_3,18-12-2024,16665,Revenue - Software Sales,Salary Expense,0,1027.93,285594
INV9667,14-12-2024,18-12-2024,2844.99,acctnt_4,18-12-2024,16666,Equipment Purchase,Office Rent,2844.99,0,282749
INV9668,18-12-2024,18-12-2024,2149.67,acctnt_2,18-12-2024,16667,Software Subscriptions,Office Rent,2149.67,0,280599
INV9669,15-12-2024,19-12-2024,2665.16,acctnt_6,19-12-2024,16668,Revenue - Consulting,Cloud Service Renewal,0,2665.16,283264
INV9670,18-12-2024,19-12-2024,2082.97,acctnt_5,19-12-2024,16669,Accounts Payable,Software Purchase,2082.97,0,281181
INV9671,18-12-2024,19-12-2024,1806.9,acctnt_1,19-12-2024,16670,Revenue - Consulting,Client Payment,0,1806.9,282988
INV9672,17-12-2024,19-12-2024,1187.49,acctnt_1,19-12-2024,16671,Revenue - Consulting,Salary Expense,0,1187.49,284175
INV9673,15-12-2024,19-12-2024,4115.92,acctnt_4,19-12-2024,16672,Revenue - Software Sales,Maintenance Fee,0,4115.92,288291
INV9674,17-12-2024,19-12-2024,3443.63,acctnt_4,19-12-2024,16673,Salaries Expense,Client Payment,3443.63,0,284848
INV9675,13-12-2024,19-12-2024,3108.85,acctnt_1,19-12-2024,16674,Revenue - Consulting,Salary Expense,0,3108.85,287957
INV9676,16-12-2024,19-12-2024,2085.99,acctnt_4,19-12-2024,16675,Revenue - Software Sales,Office Rent,0,2085.99,290043
INV9677,18-12-2024,19-12-2024,804.11,acctnt_1,19-12-2024,16676,Salaries Expense,Invoice Payment,804.11,0,289238
INV9678,18-12-2024,19-12-2024,4714.04,acctnt_2,19-12-2024,16677,Revenue - Consulting,Cloud Service Renewal,0,4714.04,293953
INV9679,15-12-2024,19-12-2024,3655.82,acctnt_5,19-12-2024,16678,Revenue - Consulting,Cloud Service Renewal,0,3655.82,297608
INV9680,16-12-2024,19-12-2024,674.74,acctnt_6,19-12-2024,16679,Revenue - Consulting,Equipment Purchase,0,674.74,298283
INV9681,14-12-2024,19-12-2024,3243.46,acctnt_3,19-12-2024,16680,Revenue - Consulting,Equipment Purchase,0,3243.46,301527
INV9682,19-12-2024,19-12-2024,2219.55,acctnt_6,19-12-2024,16681,Accounts Payable,Software Purchase,2219.55,0,299307
INV9683,16-12-2024,19-12-2024,4921.84,acctnt_1,19-12-2024,16682,Revenue - Consulting,Invoice Payment,0,4921.84,304229
INV9684,16-12-2024,19-12-2024,3984.79,acctnt_3,19-12-2024,16683,Revenue - Software Sales,Office Rent,0,3984.79,308214
INV9685,19-12-2024,19-12-2024,2559.19,acctnt_1,19-12-2024,16684,Accounts Payable,Maintenance Fee,2559.19,0,305654
INV9686,15-12-2024,19-12-2024,713.18,acctnt_4,19-12-2024,16685,Accounts Receivable,Software Purchase,0,713.18,306368
INV9687,13-12-2024,19-12-2024,3694.09,acctnt_2,19-12-2024,16686,Salaries Expense,Invoice Payment,3694.09,0,302674
INV9688,18-12-2024,19-12-2024,2386.06,acctnt_1,19-12-2024,16687,Salaries Expense,Invoice Payment,2386.06,0,300287
INV9689,18-12-2024,19-12-2024,4939.96,acctnt_6,19-12-2024,16688,Revenue - Consulting,Equipment Purchase,0,4939.96,305227
INV9690,12-12-2024,19-12-2024,3641.93,acctnt_2,19-12-2024,16689,Revenue - Consulting,Software Purchase,0,3641.93,308869
INV9691,12-12-2024,19-12-2024,4806.6,acctnt_4,19-12-2024,16690,Equipment Purchase,Maintenance Fee,4806.6,0,304063
INV9692,17-12-2024,20-12-2024,4927.54,acctnt_3,20-12-2024,16691,Salaries Expense,Software Purchase,4927.54,0,299135
INV9693,14-12-2024,20-12-2024,584.07,acctnt_3,20-12-2024,16692,Revenue - Consulting,Office Rent,0,584.07,299719
INV9694,19-12-2024,20-12-2024,1376.82,acctnt_4,20-12-2024,16693,Revenue - Consulting,Client Payment,0,1376.82,301096
INV9695,14-12-2024,20-12-2024,1088.18,acctnt_1,20-12-2024,16694,Salaries Expense,Maintenance Fee,1088.18,0,300008
INV9696,16-12-2024,20-12-2024,2545.54,acctnt_6,20-12-2024,16695,Revenue - Consulting,Invoice Payment,0,2545.54,302553
INV9697,18-12-2024,20-12-2024,1594.89,acctnt_6,20-12-2024,16696,Salaries Expense,Equipment Purchase,1594.89,0,300959
INV9698,15-12-2024,20-12-2024,3498.45,acctnt_1,20-12-2024,16697,Revenue - Consulting,Office Rent,0,3498.45,304457
INV9699,19-12-2024,20-12-2024,953.89,acctnt_5,20-12-2024,16698,Accounts Payable,Cloud Service Renewal,953.89,0,303503
INV9700,15-12-2024,20-12-2024,3669.47,acctnt_2,20-12-2024,16699,Revenue - Consulting,Salary Expense,0,3669.47,307173
INV9701,14-12-2024,20-12-2024,2067.51,acctnt_2,20-12-2024,16700,Accounts Payable,Salary Expense,2067.51,0,305105
INV9702,15-12-2024,20-12-2024,2539.83,acctnt_4,20-12-2024,16701,Office Rent,Equipment Purchase,2539.83,0,302565
INV9703,14-12-2024,20-12-2024,2562.43,acctnt_2,20-12-2024,16702,Software Subscriptions,Office Rent,2562.43,0,300003
INV9704,19-12-2024,20-12-2024,3135.35,acctnt_5,20-12-2024,16703,Salaries Expense,Salary Expense,3135.35,0,296867
INV9705,16-12-2024,20-12-2024,1279.5,acctnt_6,20-12-2024,16704,Revenue - Consulting,Cloud Service Renewal,0,1279.5,298147
INV9706,15-12-2024,20-12-2024,1549.49,acctnt_3,20-12-2024,16705,Revenue - Consulting,Salary Expense,0,1549.49,299696
INV9707,13-12-2024,20-12-2024,1236.11,acctnt_5,20-12-2024,16706,Revenue - Software Sales,Maintenance Fee,0,1236.11,300933
INV9708,19-12-2024,20-12-2024,3190.69,acctnt_3,20-12-2024,16707,Office Rent,Software Purchase,3190.69,0,297742
INV9709,19-12-2024,20-12-2024,4406.37,acctnt_1,20-12-2024,16708,Office Rent,Client Payment,4406.37,0,293336
INV9710,20-12-2024,20-12-2024,2070.74,acctnt_1,20-12-2024,16709,Equipment Purchase,Office Rent,2070.74,0,291265
INV9711,15-12-2024,20-12-2024,4345.02,acctnt_1,20-12-2024,16710,Salaries Expense,Salary Expense,4345.02,0,286920
INV9712,20-12-2024,20-12-2024,932.93,acctnt_4,20-12-2024,16711,Revenue - Consulting,Software Purchase,0,932.93,287853
INV9713,13-12-2024,20-12-2024,1081.4,acctnt_3,20-12-2024,16712,Salaries Expense,Maintenance Fee,1081.4,0,286771
INV9714,14-12-2024,20-12-2024,3847.38,acctnt_3,20-12-2024,16713,Revenue - Consulting,Equipment Purchase,0,3847.38,290619
INV9715,13-12-2024,20-12-2024,3697.56,acctnt_6,20-12-2024,16714,Accounts Payable,Client Payment,3697.56,0,286921
INV9716,13-12-2024,20-12-2024,2250.66,acctnt_1,20-12-2024,16715,Salaries Expense,Salary Expense,2250.66,0,284670
INV9717,15-12-2024,20-12-2024,2531.73,acctnt_4,20-12-2024,16716,Office Rent,Equipment Purchase,2531.73,0,282139
INV9718,13-12-2024,20-12-2024,3226.55,acctnt_5,20-12-2024,16717,Salaries Expense,Maintenance Fee,3226.55,0,278912
INV9719,15-12-2024,20-12-2024,4870.4,acctnt_4,20-12-2024,16718,Office Rent,Maintenance Fee,4870.4,0,274042
INV9720,14-12-2024,20-12-2024,3410.73,acctnt_5,20-12-2024,16719,Salaries Expense,Salary Expense,3410.73,0,270631
INV9721,18-12-2024,20-12-2024,2772.89,acctnt_1,20-12-2024,16720,Revenue - Consulting,Equipment Purchase,0,2772.89,273404
INV9722,16-12-2024,21-12-2024,2835.89,acctnt_3,21-12-2024,16721,Salaries Expense,Office Rent,2835.89,0,270568
INV9723,18-12-2024,21-12-2024,3824.28,acctnt_2,21-12-2024,16722,Salaries Expense,Software Purchase,3824.28,0,266744
INV9724,14-12-2024,21-12-2024,2311.93,acctnt_4,21-12-2024,16723,Salaries Expense,Salary Expense,2311.93,0,264432
INV9725,17-12-2024,21-12-2024,4979.78,acctnt_3,21-12-2024,16724,Revenue - Software Sales,Software Purchase,0,4979.78,269412
INV9726,14-12-2024,21-12-2024,1225.54,acctnt_5,21-12-2024,16725,Revenue - Consulting,Software Purchase,0,1225.54,270637
INV9727,18-12-2024,21-12-2024,1757.07,acctnt_2,21-12-2024,16726,Salaries Expense,Cloud Service Renewal,1757.07,0,268880
INV9728,19-12-2024,21-12-2024,2809.18,acctnt_3,21-12-2024,16727,Salaries Expense,Software Purchase,2809.18,0,266071
INV9729,20-12-2024,21-12-2024,4144.71,acctnt_5,21-12-2024,16728,Revenue - Consulting,Salary Expense,0,4144.71,270216
INV9730,17-12-2024,21-12-2024,485.79,acctnt_1,21-12-2024,16729,Software Subscriptions,Cloud Service Renewal,485.79,0,269730
INV9731,20-12-2024,21-12-2024,3906.76,acctnt_1,21-12-2024,16730,Revenue - Consulting,Cloud Service Renewal,0,3906.76,273637
INV9732,18-12-2024,21-12-2024,2022.9,acctnt_1,21-12-2024,16731,Software Subscriptions,Invoice Payment,2022.9,0,271614
INV9733,16-12-2024,21-12-2024,1348.85,acctnt_5,21-12-2024,16732,Office Rent,Client Payment,1348.85,0,270265
INV9734,16-12-2024,21-12-2024,4822.92,acctnt_3,21-12-2024,16733,Salaries Expense,Equipment Purchase,4822.92,0,265442
INV9735,19-12-2024,21-12-2024,2180.24,acctnt_4,21-12-2024,16734,Salaries Expense,Invoice Payment,2180.24,0,263262
INV9736,21-12-2024,21-12-2024,4342.13,acctnt_1,21-12-2024,16735,Software Subscriptions,Maintenance Fee,4342.13,0,258920
INV9737,20-12-2024,21-12-2024,4311.89,acctnt_4,21-12-2024,16736,Revenue - Consulting,Maintenance Fee,0,4311.89,263231
INV9738,17-12-2024,21-12-2024,2266.31,acctnt_3,21-12-2024,16737,Revenue - Consulting,Invoice Payment,0,2266.31,265498
INV9739,21-12-2024,21-12-2024,1115.9,acctnt_6,21-12-2024,16738,Revenue - Consulting,Maintenance Fee,0,1115.9,266614
INV9740,21-12-2024,21-12-2024,1449.83,acctnt_1,21-12-2024,16739,Revenue - Consulting,Salary Expense,0,1449.83,268063
INV9741,15-12-2024,21-12-2024,1132.24,acctnt_2,21-12-2024,16740,Salaries Expense,Equipment Purchase,1132.24,0,266931
INV9742,20-12-2024,21-12-2024,395.21,acctnt_6,21-12-2024,16741,Revenue - Consulting,Cloud Service Renewal,0,395.21,267326
INV9743,21-12-2024,22-12-2024,128.31,acctnt_2,22-12-2024,16742,Salaries Expense,Cloud Service Renewal,128.31,0,267198
INV9744,16-12-2024,22-12-2024,4162.04,acctnt_2,22-12-2024,16743,Revenue - Consulting,Equipment Purchase,0,4162.04,271360
INV9745,20-12-2024,22-12-2024,999.81,acctnt_1,22-12-2024,16744,Revenue - Consulting,Software Purchase,0,999.81,272360
INV9746,22-12-2024,22-12-2024,743.89,acctnt_2,22-12-2024,16745,Salaries Expense,Salary Expense,743.89,0,271616
INV9747,21-12-2024,22-12-2024,2325.97,acctnt_2,22-12-2024,16746,Office Rent,Salary Expense,2325.97,0,269290
INV9748,18-12-2024,22-12-2024,1151.57,acctnt_4,22-12-2024,16747,Revenue - Consulting,Office Rent,0,1151.57,270442
INV9749,19-12-2024,22-12-2024,3985.06,acctnt_5,22-12-2024,16748,Salaries Expense,Cloud Service Renewal,3985.06,0,266457
INV9750,22-12-2024,22-12-2024,1083.34,acctnt_2,22-12-2024,16749,Salaries Expense,Salary Expense,1083.34,0,265373
INV9751,17-12-2024,22-12-2024,1559.05,acctnt_3,22-12-2024,16750,Revenue - Consulting,Maintenance Fee,0,1559.05,266932
INV9752,18-12-2024,22-12-2024,2526.94,acctnt_3,22-12-2024,16751,Accounts Receivable,Salary Expense,0,2526.94,269459
INV9753,16-12-2024,22-12-2024,1619.52,acctnt_3,22-12-2024,16752,Revenue - Consulting,Software Purchase,0,1619.52,271079
INV9754,17-12-2024,22-12-2024,2150.43,acctnt_4,22-12-2024,16753,Revenue - Software Sales,Cloud Service Renewal,0,2150.43,273229
INV9755,15-12-2024,22-12-2024,906.16,acctnt_6,22-12-2024,16754,Revenue - Consulting,Software Purchase,0,906.16,274135
INV9756,21-12-2024,22-12-2024,3838.42,acctnt_1,22-12-2024,16755,Salaries Expense,Equipment Purchase,3838.42,0,270297
INV9757,16-12-2024,22-12-2024,3619.78,acctnt_2,22-12-2024,16756,Revenue - Consulting,Equipment Purchase,0,3619.78,273917
INV9758,20-12-2024,22-12-2024,2852.33,acctnt_3,22-12-2024,16757,Salaries Expense,Software Purchase,2852.33,0,271064
INV9759,21-12-2024,22-12-2024,4128.6,acctnt_2,22-12-2024,16758,Accounts Payable,Cloud Service Renewal,4128.6,0,266936
INV9760,21-12-2024,22-12-2024,2838.37,acctnt_3,22-12-2024,16759,Salaries Expense,Office Rent,2838.37,0,264097
INV9761,15-12-2024,22-12-2024,1048.92,acctnt_2,22-12-2024,16760,Salaries Expense,Invoice Payment,1048.92,0,263049
INV9762,22-12-2024,22-12-2024,4486.29,acctnt_1,22-12-2024,16761,Revenue - Consulting,Cloud Service Renewal,0,4486.29,267535
INV9763,18-12-2024,22-12-2024,627.9,acctnt_5,22-12-2024,16762,Revenue - Consulting,Client Payment,0,627.9,268163
INV9764,20-12-2024,22-12-2024,380.73,acctnt_4,22-12-2024,16763,Accounts Payable,Maintenance Fee,380.73,0,267782
INV9765,22-12-2024,22-12-2024,1313.44,acctnt_1,22-12-2024,16764,Salaries Expense,Office Rent,1313.44,0,266469
INV9766,21-12-2024,22-12-2024,2957.9,acctnt_4,22-12-2024,16765,Revenue - Consulting,Equipment Purchase,0,2957.9,269426
INV9767,22-12-2024,22-12-2024,3269.55,acctnt_3,22-12-2024,16766,Revenue - Consulting,Software Purchase,0,3269.55,272696
INV9768,17-12-2024,22-12-2024,3035.08,acctnt_1,22-12-2024,16767,Salaries Expense,Cloud Service Renewal,3035.08,0,269661
INV9769,22-12-2024,22-12-2024,3012.15,acctnt_4,22-12-2024,16768,Salaries Expense,Cloud Service Renewal,3012.15,0,266649
INV9770,16-12-2024,22-12-2024,1206.48,acctnt_2,22-12-2024,16769,Revenue - Consulting,Salary Expense,0,1206.48,267855
INV9771,21-12-2024,22-12-2024,4502.61,acctnt_5,22-12-2024,16770,Revenue - Consulting,Equipment Purchase,0,4502.61,272358
INV9772,16-12-2024,22-12-2024,1300.35,acctnt_5,22-12-2024,16771,Salaries Expense,Invoice Payment,1300.35,0,271057
INV9773,22-12-2024,22-12-2024,4336.37,acctnt_5,22-12-2024,16772,Revenue - Software Sales,Salary Expense,0,4336.37,275394
INV9774,17-12-2024,22-12-2024,4993.08,acctnt_5,22-12-2024,16773,Equipment Purchase,Salary Expense,4993.08,0,270401
INV9775,17-12-2024,22-12-2024,3933.48,acctnt_2,22-12-2024,16774,Accounts Receivable,Software Purchase,0,3933.48,274334
INV9776,20-12-2024,23-12-2024,3797.45,acctnt_3,23-12-2024,16775,Accounts Receivable,Invoice Payment,0,3797.45,278132
INV9777,17-12-2024,23-12-2024,101.21,acctnt_5,23-12-2024,16776,Revenue - Consulting,Invoice Payment,0,101.21,278233
INV9778,22-12-2024,23-12-2024,4981.37,acctnt_4,23-12-2024,16777,Revenue - Consulting,Salary Expense,0,4981.37,283214
INV9779,16-12-2024,23-12-2024,4029.15,acctnt_3,23-12-2024,16778,Office Rent,Software Purchase,4029.15,0,279185
INV9780,20-12-2024,23-12-2024,3157.78,acctnt_3,23-12-2024,16779,Salaries Expense,Invoice Payment,3157.78,0,276027
INV9781,20-12-2024,23-12-2024,2495.41,acctnt_2,23-12-2024,16780,Revenue - Consulting,Maintenance Fee,0,2495.41,278523
INV9782,17-12-2024,23-12-2024,3365.53,acctnt_1,23-12-2024,16781,Office Rent,Software Purchase,3365.53,0,275157
INV9783,17-12-2024,23-12-2024,1206.07,acctnt_4,23-12-2024,16782,Accounts Payable,Cloud Service Renewal,1206.07,0,273951
INV9784,22-12-2024,23-12-2024,2070.15,acctnt_5,23-12-2024,16783,Salaries Expense,Cloud Service Renewal,2070.15,0,271881
INV9785,23-12-2024,23-12-2024,1275.8,acctnt_4,23-12-2024,16784,Salaries Expense,Invoice Payment,1275.8,0,270605
INV9786,16-12-2024,23-12-2024,4089.99,acctnt_5,23-12-2024,16785,Revenue - Software Sales,Office Rent,0,4089.99,274695
INV9787,18-12-2024,23-12-2024,2157.23,acctnt_1,23-12-2024,16786,Revenue - Software Sales,Equipment Purchase,0,2157.23,276852
INV9788,22-12-2024,23-12-2024,2024.31,acctnt_2,23-12-2024,16787,Office Rent,Client Payment,2024.31,0,274828
INV9789,16-12-2024,23-12-2024,4750,acctnt_3,23-12-2024,16788,Salaries Expense,Office Rent,4750,0,270078
INV9790,18-12-2024,23-12-2024,2126.17,acctnt_2,23-12-2024,16789,Office Rent,Salary Expense,2126.17,0,267952
INV9791,21-12-2024,23-12-2024,2778.6,acctnt_6,23-12-2024,16790,Salaries Expense,Software Purchase,2778.6,0,265173
INV9792,22-12-2024,23-12-2024,2704.08,acctnt_5,23-12-2024,16791,Revenue - Consulting,Cloud Service Renewal,0,2704.08,267877
INV9793,18-12-2024,23-12-2024,2344.89,acctnt_4,23-12-2024,16792,Revenue - Consulting,Office Rent,0,2344.89,270222
INV9794,17-12-2024,23-12-2024,2391.53,acctnt_4,23-12-2024,16793,Software Subscriptions,Equipment Purchase,2391.53,0,267831
INV9795,18-12-2024,23-12-2024,2701.68,acctnt_1,23-12-2024,16794,Revenue - Consulting,Invoice Payment,0,2701.68,270532
INV9796,22-12-2024,24-12-2024,4190,acctnt_1,24-12-2024,16795,Revenue - Consulting,Office Rent,0,4190,274722
INV9797,19-12-2024,24-12-2024,4404.62,acctnt_1,24-12-2024,16796,Accounts Payable,Salary Expense,4404.62,0,270318
INV9798,20-12-2024,24-12-2024,3107.11,acctnt_5,24-12-2024,16797,Equipment Purchase,Client Payment,3107.11,0,267211
INV9799,17-12-2024,24-12-2024,4197.84,acctnt_2,24-12-2024,16798,Accounts Receivable,Maintenance Fee,0,4197.84,271409
INV9800,17-12-2024,24-12-2024,2741.12,acctnt_3,24-12-2024,16799,Salaries Expense,Salary Expense,2741.12,0,268667
INV9801,18-12-2024,24-12-2024,4854.28,acctnt_6,24-12-2024,16800,Revenue - Consulting,Cloud Service Renewal,0,4854.28,273522
INV9802,17-12-2024,24-12-2024,4957.03,acctnt_3,24-12-2024,16801,Revenue - Consulting,Salary Expense,0,4957.03,278479
INV9803,21-12-2024,24-12-2024,2086.24,acctnt_5,24-12-2024,16802,Accounts Receivable,Maintenance Fee,0,2086.24,280565
INV9804,19-12-2024,24-12-2024,173.23,acctnt_6,24-12-2024,16803,Accounts Payable,Software Purchase,173.23,0,280392
INV9805,19-12-2024,24-12-2024,2537.62,acctnt_1,24-12-2024,16804,Revenue - Consulting,Client Payment,0,2537.62,282929
INV9806,20-12-2024,24-12-2024,4734.22,acctnt_2,24-12-2024,16805,Revenue - Consulting,Salary Expense,0,4734.22,287664
INV9807,22-12-2024,24-12-2024,4485.31,acctnt_2,24-12-2024,16806,Accounts Receivable,Equipment Purchase,0,4485.31,292149
INV9808,19-12-2024,24-12-2024,4561.66,acctnt_3,24-12-2024,16807,Revenue - Consulting,Salary Expense,0,4561.66,296711
INV9809,19-12-2024,24-12-2024,3254.37,acctnt_1,24-12-2024,16808,Revenue - Consulting,Maintenance Fee,0,3254.37,299965
INV9810,21-12-2024,24-12-2024,3160.69,acctnt_6,24-12-2024,16809,Revenue - Consulting,Client Payment,0,3160.69,303126
INV9811,17-12-2024,24-12-2024,3728.89,acctnt_5,24-12-2024,16810,Accounts Receivable,Client Payment,0,3728.89,306855
INV9812,20-12-2024,24-12-2024,4522.76,acctnt_2,24-12-2024,16811,Revenue - Consulting,Maintenance Fee,0,4522.76,311377
